# LCSH data (09-09-2009)		
# Identifier	NameType	NameString
kya	sn	Ruri language
rus	sn	Russian
rus	sn	Russian language
rut	sn	Rutul
rut	sn	Rutul language
rnd	sn	Ruund
rnd	sn	Ruund language
apb	sn	Saa
apb	sn	Saa language
str	sn	Saanich
str	sn	Saanich dialect
xsa	sn	Sabaean
xsa	sn	Sabaean language
spy	sn	Sabaot
spy	sn	Sabaot language
auc	sn	Sabela
auc	sn	Sabela language
srl	sn	Saberi
srl	sn	Saberi language
quv	sn	Sacapulteco
quv	sn	Sacapulteco language
sck	sn	Sadani
sck	sn	Sadani dialect
skb	sn	Saek
skb	sn	Saek language
sbk	sn	Safwa
sbk	sn	Safwa language
kki	sn	Sagara
kki	sn	Sagara language
cop	sn	Sahidic
cop	sn	Sahidic dialect
ssy	sn	Saho
ssy	sn	Saho language
saj	sn	Sahu
saj	sn	Sahu language
xsy	sn	Saisiyat
xsy	sn	Saisiyat language
tam	sn	Saiva Vellala
tam	sn	Saiva Vellala dialect
skg	sn	Sakalava
skg	sn	Sakalava dialect
skt	sn	Sakata
skt	sn	Sakata language
sku	sn	Sakau
sku	sn	Sakau language
skf	sn	Sakirabia?
skf	sn	Sakirabia? language
slx	sn	Salampasu
slx	sn	Salampasu language
slr	sn	Salar
slr	sn	Salar language
sbe	sn	Saliba
sbe	sn	Saliba (Papua New Guinea)
sbe	sn	Saliba language (Papua New Guinea)
sln	sn	Salinan
sln	sn	Salinan language
smi	sn	Salish
smi	sn	Salish language
sal	sn	Salishan languages
sbe	sn	Saliva
sbe	sn	Saliva language
loe	sn	Saluan
slb	sn	Saluan
loe	sn	Saluan language
slb	sn	Saluan language
ssb	sn	Sama Sibutu
ssb	sn	Sama Sibutu language
sam	sn	Samaritan Aramaic
sam	sn	Samaritan Aramaic language
smp	sn	Samaritan Hebrew
smp	sn	Samaritan Hebrew language
ndi	sn	Samba Leko
ndi	sn	Samba Leko language
sbl	sn	Sambali
xsb	sn	Sambali
sbl	sn	Sambali language
xsb	sn	Sambali language
ori	sn	Sambalpuri
ori	sn	Sambalpuri dialect
zlm	sn	Sambas
zlm	sn	Sambas dialect
saq	sn	Samburu
saq	sn	Samburu language
raq	sn	Sami
raq	sn	Sami language
sbd	sn	Samo (West Africa)
stj	sn	Samo (West Africa)
sym	sn	Samo (West Africa)
smq	sn	"Samo (Western Province, Papua New Guinea)"
sbd	sn	Samo language (West Africa)
stj	sn	Samo language (West Africa)
sym	sn	Samo language (West Africa)
smq	sn	"Samo language (Western Province, Papua New Guinea)"
smo	sn	Samoan
smo	sn	Samoan language
syd	sn	Samoyedic languages
rav	sn	Sampang
rav	sn	Sampang language
sad	sn	Sandawe
sad	sn	Sandawe language
sng	sn	Sanga
sng	sn	Sanga language
snl	sn	Sangil
snl	sn	Sangil language
sxn	sn	Sangir
sxn	sn	Sangir (Indonesia and Philippines)
sxn	sn	Sangir language (Indonesia and Philippines)
sag	sn	Sango (Ubangi Creole)
sag	sn	Sango language (Ubangi Creole)
nsa	sn	Sangtam
nsa	sn	Sangtam language
snq	sn	Sangu (Gabon)
sbp	sn	Sangu (Tanzania)
snq	sn	Sangu language (Gabon)
sbp	sn	Sangu language (Tanzania)
san	sn	Sanskrit
san	sn	Sanskrit language
san	sn	"Sanskrit language, Buddhist Hybrid"
san	sn	"Sanskrit language, Epigraphical Hybrid"
sat	sn	Santali
sat	sn	Santali language
dak	sn	Santee
dak	sn	Santee dialect
any	sn	Sanwi
any	sn	Sanwi dialect
sps	sn	Saposa
sps	sn	Saposa language
spu	sn	Sapuan
spu	sn	Sapuan language
sre	sn	Sara
sre	sn	Sara language
srm	sn	Saramaccan
srm	sn	Saramaccan language
mbs	sn	Sarangani Manobo
mbs	sn	Sarangani Manobo language
srd	sn	Sardinian
srd	sn	Sardinian language
srh	sn	Sarikoli
srh	sn	Sarikoli dialect
srs	sn	Sarsi
srs	sn	Sarsi language
uzn	sn	Sart
uzn	sn	Sart dialect
sas	sn	Sasak
sas	sn	Sasak language
kru	sn	Satawalese
kru	sn	Satawalese language
psu	sn	S?aurase?ni?
psu	sn	S?aurase?ni? language
saz	sn	Saurashtri
saz	sn	Saurashtri dialect
szw	sn	Sawai
szw	sn	Sawai language
swr	sn	Saweru
swr	sn	Saweru language
saw	sn	Sawi
saw	sn	Sawi language
gbf	sn	Sawos
gbf	sn	Sawos language
hvn	sn	Sawu
hvn	sn	Sawu language
pos	sn	Sayula
pos	sn	Sayula language
gmq	sn	Scandinavian languages
sco	sn	Scots
sco	sn	Scots language
gla	sn	Scottish Gaelic
gla	sn	Scottish Gaelic language
gul	sn	Sea Islands Creole
gul	sn	Sea Islands Creole dialect
sec	sn	Sechelt
sec	sn	Sechelt language
sey	sn	Secoya
sey	sn	Secoya language
sed	sn	Sedang
sed	sn	Sedang language
trv	sn	Sedik
trv	sn	Sedik language
ssg	sn	Seimat
ssg	sn	Seimat language
sek	sn	Sekani
sek	sn	Sekani language
spl	sn	Selepet
spl	sn	Selepet language
sel	sn	Selkup
sel	sn	Selkup language
nsm	sn	Sema
nsm	sn	Sema language
sea	sn	Semai
sea	sn	Semai language
kns	sn	Semang
kns	sn	Semang language
sos	sn	Sembla
sos	sn	Sembla language
sza	sn	Semelai
sza	sn	Semelai language
pse	sn	Semendo
pse	sn	Semendo dialect
mus	sn	Seminole
mus	sn	Seminole language
sem	sn	Semitic languages
seh	sn	Sena
seh	sn	Sena language
sef	sn	Senari
sef	sn	Senari language
see	sn	Seneca
see	sn	Seneca language
set	sn	Sentani
set	sn	Sentani language
afu	sn	Senya
afu	sn	Senya dialect
pse	sn	Serawai
pse	sn	Serawai language
srp	sn	Serbian
srp	sn	Serbian language
hbs	sn	Serbo-Croatian
hbs	sn	Serbo-Croatian language
zlm	sn	Serdang Malay
zlm	sn	Serdang Malay dialect
srr	sn	Serer
srr	sn	Serer language
sei	sn	Seri
sei	sn	Seri language
kkx	sn	Seruyan
kkx	sn	Seruyan language
est	sn	Setu
est	sn	Setu dialect
ksw	sn	Sgaw Karen
ksw	sn	Sgaw Karen language
ksb	sn	Shambala
ksb	sn	Shambala language
shn	sn	Shan
shn	sn	Shan language
mcd	sn	Sharanahua
mcd	sn	Sharanahua language
sht	sn	Shasta
sht	sn	Shasta language
sjw	sn	Shawnee
sjw	sn	Shawnee language
swv	sn	Shekhawati
swv	sn	Shekhawati dialect
bun	sn	Sherbro
bun	sn	Sherbro language
sdp	sn	Sherdukpen
sdp	sn	Sherdukpen language
xsr	sn	Sherpa
xsr	sn	Sherpa language
shr	sn	Shi
shr	sn	Shi language
bod	sn	Shigatse
bod	sn	Shigatse dialect
jbn	sn	Shilha
jbn	sn	Shilha language
shk	sn	Shilluk
shk	sn	Shilluk language
swb	sn	Shimaore
swb	sn	Shimaore dialect
scl	sn	Shina
scl	sn	Shina language
shp	sn	Shipibo-Conibo
shp	sn	Shipibo-Conibo language
sii	sn	Shompen
sii	sn	Shompen language
sna	sn	Shona
sna	sn	Shona language
cjs	sn	Shor
cjs	sn	Shor language
shh	sn	Shoshoni
shh	sn	Shoshoni language
jiv	sn	Shuar
jiv	sn	Shuar language
sgh	sn	Shughni
sgh	sn	Shughni dialect
shs	sn	Shuswap
shs	sn	Shuswap language
snp	sn	Siane
snp	sn	Siane language
sjr	sn	Siar-Lak
sjr	sn	Siar-Lak language
nco	sn	Sibo
nco	sn	Sibo language
cui	sn	Sicuane
cui	sn	Sicuane dialect
sid	sn	Sidamo
sid	sn	Sidamo language
guj	sn	Sidi
guj	sn	Sidi dialect
poi	sn	Sierra Popoluca
poi	sn	Sierra Popoluca language
lew	sn	Sigi
lew	sn	Sigi language
ski	sn	Sikka
ski	sn	Sikka language
bla	sn	Siksika
bla	sn	Siksika language
zlm	sn	Siladang
zlm	sn	Siladang dialect
stv	sn	Silte
stv	sn	Silte language
bts	sn	Simelungun
bts	sn	Simelungun dialect
smr	sn	Simeulue
smr	sn	Simeulue language
smt	sn	Simte
smt	sn	Simte language
snc	sn	Sinagoro
snc	sn	Sinagoro language
liw	sn	Sindang Kelingi
liw	sn	Sindang Kelingi language
sjn	sn	Sindarin
sjn	sn	Sindarin (Artificial language)
snd	sn	Sindhi
snd	sn	Sindhi language
sgp	sn	Singpho
sgp	sn	Singpho language
sin	sn	Sinhalese
sin	sn	Sinhalese language
sit	sn	Sino-Tibetan languages
xsi	sn	Sio
xsi	sn	Sio language
snn	sn	Sioni
snn	sn	Sioni language
sio	sn	Siouan languages
qum	sn	Sipacapense
qum	sn	Sipacapense language
swj	sn	Sira
swj	sn	Sira language
skr	sn	Siraiki
skr	sn	Sira?iki? Hindki?
skr	sn	Sira?iki? Hindki? dialect
skr	sn	Siraiki language
skr	sn	Sira?iki? Sindhi?
skr	sn	Sira?iki? Sindhi? dialect
sri	sn	Siriano
sri	sn	Siriano language
ysr	sn	Sirinek
ysr	sn	Sirinek language
srx	sn	Sirmauri
srx	sn	Sirmauri dialect
ssd	sn	Siroi
ssd	sn	Siroi language
sld	sn	Sissala
sld	sn	Sissala language
sso	sn	Sissano
sso	sn	Sissano language
sis	sn	Siuslaw
sis	sn	Siuslaw language
siy	sn	Sivandi
siy	sn	Sivandi language
siz	sn	Siwa
siz	sn	Siwa language
siw	sn	Siwai
siw	sn	Siwai language
csy	sn	Siyin
csy	sn	Siyin language
sms	sn	Skolt Sami
sms	sn	Skolt Sami dialect
skv	sn	Skou
skv	sn	Skou language
scs	sn	Slave
xsl	sn	Slave
scs	sn	Slave language
xsl	sn	Slave language
sla	sn	Slavic languages
slk	sn	Slovak
slk	sn	Slovak language
slv	sn	Slovenian
slv	sn	Slovenian language
csb	sn	Slovincian
csb	sn	Slovincian dialect
sno	sn	Snohomish
sno	sn	Snohomish language
teu	sn	So
teu	sn	So (Uganda)
teu	sn	So language (Uganda)
sob	sn	Sobei
sob	sn	Sobei language
tlv	sn	Sobojo
tlv	sn	Sobojo language
xog	sn	Soga
xog	sn	Soga language
sog	sn	Sogdian
sog	sn	Sogdian language
sqt	sn	Sokotri
sqt	sn	Sokotri language
sle	sn	Soliga
sle	sn	Soliga dialect
evn	sn	Solon
evn	sn	Solon dialect
som	sn	Somali
som	sn	Somali language
tbz	sn	Somba
tbz	sn	Somba language
jma	sn	Sona (Papua New Guinea)
soq	sn	Sona (Papua New Guinea)
jma	sn	Sona language (Papua New Guinea)
soq	sn	Sona language (Papua New Guinea)
sop	sn	Songye
sop	sn	Songye language
snk	sn	Soninke
snk	sn	Soninke language
sov	sn	Sonsorol-Tobi
tox	sn	Sonsorol-Tobi
sov	sn	Sonsorol-Tobi language
tox	sn	Sonsorol-Tobi language
srb	sn	Sora
srb	sn	Sora language
wen	sn	Sorbian languages
kle	sn	Sotang Kura
kle	sn	Sotang Kura dialect
sot	sn	Sotho
sot	sn	Sotho language
sfs	sn	South African Sign
sfs	sn	South African Sign Language
erk	sn	South Efate
erk	sn	South Efate language
pom	sn	Southeastern Pomo
pom	sn	Southeastern Pomo language
aoj	sn	Southern Arapesh
aoj	sn	Southern Arapesh language
bkb	sn	Southern Bontoc
bkb	sn	Southern Bontoc dialect
ksc	sn	Southern Kalinga
ksc	sn	Southern Kalinga language
kca	sn	Southern Khanty
kca	sn	Southern Khanty dialect
nan	sn	Southern Min
nan	sn	Southern Min dialects
mif	sn	Southern Mofu
mif	sn	Southern Mofu language
ute	sn	Southern Paiute
ute	sn	Southern Paiute language
sma	sn	Southern Sami
sma	sn	Southern Sami dialect
laa	sn	Southern Subanen
laa	sn	Southern Subanen dialect
sou	sn	Southern Thai
sou	sn	Southern Thai language
tce	sn	Southern Tutchone
tce	sn	Southern Tutchone language
spa	sn	Spanish
spa	sn	Spanish language
ssp	sn	Spanish Sign
ssp	sn	Spanish Sign Language
spo	sn	Spokane
spo	sn	Spokane language
squ	sn	Squawmish
squ	sn	Squawmish language
srn	sn	Sranan
srn	sn	Sranan language
kpm	sn	Sre?
kpm	sn	Sre? dialect
hur	sn	Stalo
hur	sn	Stalo language
sti	sn	Stieng
stt	sn	Stieng
sti	sn	Stieng language
stt	sn	Stieng language
srp	sn	S?tokavian
srp	sn	S?tokavian dialect
swp	sn	Suau
swp	sn	Suau language
sxb	sn	Suba
sxb	sn	Suba language
sbs	sn	Subiya
sbs	sn	Subiya language
sue	sn	Suena
sue	sn	Suena language
swi	sn	Sui
swi	sn	Sui language
pko	sn	Suk
pko	sn	Suk language
sub	sn	Suku
sub	sn	Suku (Congo)
sub	sn	Suku language (Congo)
suk	sn	Sukuma
suk	sn	Sukuma language
sua	sn	Sulka
sua	sn	Sulka language
srg	sn	Sulod
srg	sn	Sulod language
tsg	sn	Sulu
tsg	sn	Sulu language
suv	sn	Sulung
suv	sn	Sulung language
smw	sn	Sumbawa
smw	sn	Sumbawa language
sux	sn	Sumerian
sux	sn	Sumerian language
sum	sn	Sumo
sum	sn	Sumo language
sun	sn	Sundanese
sun	sn	Sundanese language
suz	sn	Sunwar
suz	sn	Sunwar language
spp	sn	Suppire
spp	sn	Suppire language
squ	sn	Suquamish
squ	sn	Suquamish language
hns	sn	Suriname Hindustani
hns	sn	Suriname Hindustani language
sgz	sn	Sursurunga
sgz	sn	Sursurunga language
sqn	sn	Susquehanna
sqn	sn	Susquehanna language
sus	sn	Susu
sus	sn	Susu language
swu	sn	Suwawa
swu	sn	Suwawa language
sva	sn	Svan
sva	sn	Svan language
swh	sn	Swahili
swh	sn	Swahili language
ssw	sn	Swazi
ssw	sn	Swazi language
swe	sn	Swedish
swe	sn	Swedish language
swl	sn	Swedish Sign
swl	sn	Swedish Sign Language
shz	sn	Sye?nara
shz	sn	Sye?nara language
mns	sn	Sygvinskii?
mns	sn	Sygvinskii? dialect
syl	sn	Sylheti
syl	sn	Sylheti dialect
syr	sn	Syriac
syr	sn	Syriac language
aii	sn	"Syriac language, Modern"
aii	sn	"Syriac, Modern"
hun	sn	Sze?kely
hun	sn	Sze?kely dialect
tab	sn	Tabasaran
tab	sn	Tabasaran language
tnm	sn	Tabla
tnm	sn	Tabla language
tap	sn	Tabwa
tap	sn	Tabwa language
tna	sn	Tacana
tna	sn	Tacana (Bolivia)
tna	sn	Tacana language (Bolivia)
ncz	sn	Taensa
ncz	sn	Taensa language
bgs	sn	Tagabawa Manobo
bgs	sn	Tagabawa Manobo language
klg	sn	Tagakaolo
klg	sn	Tagakaolo language
tgl	sn	Tagalog
tgl	sn	Tagalog language
tgw	sn	Tagbana
tgw	sn	Tagbana language
tbw	sn	Tagbanua
tbw	sn	Tagbanua language
dap	sn	Tagin
dap	sn	Tagin language
tgx	sn	Tagish
tgx	sn	Tagish language
tag	sn	Tagoi
tag	sn	Tagoi language
tgo	sn	Tagula
tgo	sn	Tagula language
tah	sn	Tahitian
tah	sn	Tahitian language
tai	sn	Tai languages
tdd	sn	Tai Nu?a
tdd	sn	Tai Nu?a language
tai	sn	Tai-Kadai languages
mlg	sn	Taimoro
mlg	sn	Taimoro dialect
tnq	sn	Taino
tnq	sn	Taino language
omw	sn	Tairora
tbg	sn	Tairora
omw	sn	Tairora language
tbg	sn	Tairora language
dav	sn	Taita
dav	sn	Taita language
bsn	sn	Taiwano
bsn	sn	Taiwano dialect
tgk	sn	Tajik
tgk	sn	Tajik language
tkm	sn	Takelma
tkm	sn	Takelma language
nho	sn	Takuu
nho	sn	Takuu language
tld	sn	Talaud
tld	sn	Talaud language
tlj	sn	Talinga-Bwisi
tlj	sn	Talinga-Bwisi language
tlr	sn	Talise
tlr	sn	Talise language
hbo	sn	Talmudic Hebrew
tly	sn	Talysh
tly	sn	Talysh language
thz	sn	Tamajaq
ttq	sn	Tamajaq
thz	sn	Tamajaq language
ttq	sn	Tamajaq language
tmn	sn	Taman
tmn	sn	Taman (Indonesia)
tmn	sn	Taman language (Indonesia)
tmh	sn	Tamashek
tmh	sn	Tamashek language
tia	sn	Tamazight
tjo	sn	Tamazight
tzm	sn	Tamazight
tia	sn	Tamazight language
tjo	sn	Tamazight language
tzm	sn	Tamazight language
tmy	sn	Tami
tmy	sn	Tami language
tam	sn	Tamil
tam	sn	Tamil language
tpm	sn	Tampulma
tpm	sn	Tampulma language
gvr	sn	Tamu
gvr	sn	Tamu language
tcb	sn	Tanacross
tcb	sn	Tanacross language
taa	sn	Tanana
tau	sn	Tanana
taa	sn	Tanana language
tau	sn	Tanana language
tgg	sn	Tanga
tgg	sn	Tanga (Tanga Islands)
tgg	sn	Tanga language (Tanga Islands)
tan	sn	Tangale
tan	sn	Tangale language
nmf	sn	Tangkhul
nmf	sn	Tangkhul language
nst	sn	Tangsa
nst	sn	Tangsa language
txg	sn	Tangut
txg	sn	Tangut language
pla	sn	Tani
tnh	sn	Tani
pla	sn	Tani language
tnh	sn	Tani language
ynu	sn	Tanimuca-Retuama
ynu	sn	Tanimuca-Retuama language
nwi	sn	Tanna
tnn	sn	Tanna
nwi	sn	Tanna language
tnn	sn	Tanna language
abq	sn	Tapanta
abq	sn	Tapanta dialect
mrs	sn	Tape
mrs	sn	Tape language
taf	sn	Tapirape?
taf	sn	Tapirape? language
tre	sn	Tarangan
txn	sn	Tarangan
tre	sn	Tarangan language
txn	sn	Tarangan language
tsz	sn	Tarascan
tsz	sn	Tarascan language
tae	sn	Tariana
tae	sn	Tariana language
yer	sn	Tarok
yer	sn	Tarok language
ttt	sn	Tat
ttt	sn	Tat language
txx	sn	Tatana?
txx	sn	Tatana? language
tat	sn	Tatar
tat	sn	Tatar language
blk	sn	Taungthu
blk	sn	Taungthu language
aoc	sn	Taurepan
aoc	sn	Taurepan dialect
tsg	sn	Tausug
tsg	sn	Tausug language
tya	sn	Tauya
tya	sn	Tauya language
tbo	sn	Tavara
tbo	sn	Tavara (Papua New Guinea)
tbo	sn	Tavara language (Papua New Guinea)
tvs	sn	Taveta
tvs	sn	Taveta language
sum	sn	Tawahka
sum	sn	Tawahka (Honduras)
sum	sn	Tawahka dialect (Honduras)
twy	sn	Tawoyan
twy	sn	Tawoyan language
nut	sn	Tay-Nung
nut	sn	Tay-Nung language
cks	sn	Tayo
cks	sn	Tayo language
tbl	sn	Tboli
tbl	sn	Tboli language
kqo	sn	Tchien
kqo	sn	Tchien language
ttc	sn	Tectiteco
ttc	sn	Tectiteco language
tuq	sn	Tedaga
tuq	sn	Tedaga language
lor	sn	Te?e?n
lor	sn	Te?e?n dialect
jav	sn	Tegal
jav	sn	Tegal dialect
kps	sn	Tehit
kps	sn	Tehit language
teg	sn	Teke
teg	sn	Teke language
tlf	sn	Telefol
tlf	sn	Telefol language
atv	sn	Teleut
atv	sn	Teleut dialect
tel	sn	Telugu
tel	sn	Telugu language
kdh	sn	Tem
kdh	sn	Tem language
tbt	sn	Tembo
tbt	sn	"Tembo (Sud-Kivu, Congo)"
tbt	sn	"Tembo language (Sud-Kivu, Congo)"
tea	sn	Temiar
tea	sn	Temiar language
tem	sn	Temne
tem	sn	Temne language
tqb	sn	Tenetehara
tqb	sn	Tenetehara language
tes	sn	Tengger
tes	sn	Tengger dialect
pah	sn	Tenharim
pah	sn	Tenharim language
njm	sn	Tenyidie
njm	sn	Tenyidie dialect
tio	sn	Teop
tio	sn	Teop language
tee	sn	Tepehua
tpp	sn	Tepehua
tpt	sn	Tepehua
tee	sn	Tepehua language
tpp	sn	Tepehua language
tpt	sn	Tepehua language
tnm	sn	Tepera
tnm	sn	Tepera dialect
ted	sn	Tepo
ted	sn	Tepo language
ttr	sn	Tera
ttr	sn	Tera language
ter	sn	Terena
ter	sn	Terena language
tft	sn	Ternate
tft	sn	Ternate language
tfr	sn	Terraba
tfr	sn	Terraba language
teo	sn	Teso
teo	sn	Teso language
tll	sn	Tetela
tll	sn	Tetela language
tet	sn	Tetum
tet	sn	Tetum language
tew	sn	Tewa
tew	sn	Tewa language
tcz	sn	Tha?do
tcz	sn	Tha?do language
tha	sn	Thai
tha	sn	Thai language
tsq	sn	Thai Sign
tsq	sn	Thai Sign Language
ths	sn	Thakali
ths	sn	Thakali language
thf	sn	Thami
thf	sn	Thami language
ssf	sn	Thao
ssf	sn	Thao language
thk	sn	Tharaka
thk	sn	Tharaka language
dhr	sn	Tharrkari
dhr	sn	Tharrkari language
the	sn	Tharu
thq	sn	Tharu
thr	sn	Tharu
the	sn	Tharu language
thq	sn	Tharu language
thr	sn	Tharu language
thd	sn	Thayore
thd	sn	Thayore language
tou	sn	Tho
tou	sn	Tho language
txh	sn	Thracian
txh	sn	Thracian language
tdh	sn	Thulung
tdh	sn	Thulung language
bod	sn	Tibetan
bod	sn	Tibetan language
tbq	sn	Tibeto-Burman languages
ctd	sn	Tiddim Chin
ctd	sn	Tiddim Chin dialect
tid	sn	Tidong
tid	sn	Tidong dialects
tvo	sn	Tidore
tvo	sn	Tidore language
tiq	sn	Tie?fo
tiq	sn	Tie?fo language
tif	sn	Tifal
tif	sn	Tifal language
tgc	sn	Tigak
tgc	sn	Tigak language
tig	sn	Tigre?
tig	sn	Tigre? language
tir	sn	Tigrinya
tir	sn	Tigrinya language
tik	sn	Tikar
tik	sn	Tikar language
tkp	sn	Tikopia
tkp	sn	Tikopia language
gor	sn	Tilamuta
gor	sn	Tilamuta dialect
til	sn	Tillamook
til	sn	Tillamook language
tim	sn	Timbe
tim	sn	Timbe language
bkx	sn	Timor
bkx	sn	Timor language
tjm	sn	Timucua
tjm	sn	Timucua language
tih	sn	Timugon
tih	sn	Timugon language
xsb	sn	Tina Sambal
xsb	sn	Tina Sambal dialect
tin	sn	Tindi
tin	sn	Tindi language
ity	sn	Tinggian
tiu	sn	Tinggian
ity	sn	Tinggian language
tiu	sn	Tinggian language
tpz	sn	Tinputz
tpz	sn	Tinputz language
cir	sn	Tinrin
cir	sn	Tinrin language
ida	sn	Tiriki
ida	sn	Tiriki dialect
tiy	sn	Tiruray
tiy	sn	Tiruray language
tiv	sn	Tiv
tiv	sn	Tiv language
lax	sn	Tiwa
lax	sn	Tiwa language
tiw	sn	Tiwi
tiw	sn	Tiwi (Australia)
tiw	sn	Tiwi language (Australia)
wac	sn	Tlakluit
wac	sn	Tlakluit language
tcf	sn	Tlapanec
tpc	sn	Tlapanec
tpl	sn	Tlapanec
tpx	sn	Tlapanec
tcf	sn	Tlapanec language
tpc	sn	Tlapanec language
tpl	sn	Tlapanec language
tpx	sn	Tlapanec language
mlu	sn	To'abaita
mlu	sn	To'abaita language
tqo	sn	Toaripi
tqo	sn	Toaripi language
tob	sn	Toba (Indian)
tob	sn	Toba language (Indian)
bbc	sn	Toba-Batak
bbc	sn	Toba-Batak dialect
tlb	sn	Tobelo
tlb	sn	Tobelo language
bud	sn	Tobote
bud	sn	Tobote language
tcx	sn	Toda
tcx	sn	Toda (India)
tcx	sn	Toda language (India)
kim	sn	Tofa
kim	sn	"Tofa (Irkutskai?a oblast?, Russia)"
kim	sn	"Tofa language (Irkutskai?a oblast?, Russia)"
tfi	sn	Tofingbe
tfi	sn	Tofingbe dialect
ood	sn	Tohono O'odham
ood	sn	Tohono O'odham dialect
toj	sn	Tojolabal
toj	sn	Tojolabal language
tpi	sn	Tok Pisin
tpi	sn	Tok Pisin language
tkl	sn	Tokelauan
tkl	sn	Tokelauan language
txb	sn	Tokharian
xto	sn	Tokharian
txb	sn	Tokharian language
xto	sn	Tokharian language
ksd	sn	Tolai
ksd	sn	Tolai language
lbw	sn	Tolaki
lbw	sn	Tolaki language
txe	sn	Tolitoli
txe	sn	Tolitoli language
tod	sn	Toma
tod	sn	Toma language
txa	sn	Tombonuwo
txa	sn	Tombonuwo language
tom	sn	Tombulu
tom	sn	Tombulu language
tdn	sn	Tondano
tdn	sn	Tondano language
khq	sn	Tondi Songway Kiini
khq	sn	Tondi Songway Kiini dialect
toh	sn	Tonga (Inhambane)
tog	sn	Tonga (Nyasa)
toh	sn	Tonga language (Inhambane)
tog	sn	Tonga language (Nyasa)
ton	sn	Tongan
ton	sn	Tongan language
tli	sn	Tongass
tli	sn	Tongass dialect
tqw	sn	Tonkawa
tqw	sn	Tonkawa language
txs	sn	Tonsea
txs	sn	Tonsea language
tnt	sn	Tontemboan
tnt	sn	Tontemboan language
ttj	sn	Tooro
ttj	sn	Tooro language
toq	sn	Toposa
toq	sn	Toposa language
sda	sn	Toraja
sda	sn	Toraja language
sda	sn	Toraja Sa'dan
sda	sn	Toraja Sa'dan language
xal	sn	Torgut
xal	sn	Torgut dialect
trw	sn	Torwali
trw	sn	Torwali language
tri	sn	Trio
tri	sn	Trio language
trc	sn	Trique
trq	sn	Trique
trs	sn	Trique
trc	sn	Trique language
trq	sn	Trique language
trs	sn	Trique language
tpy	sn	Trumai
tpy	sn	Trumai language
atb	sn	Tsaiwa
atb	sn	Tsaiwa language
tkr	sn	Tsakhur
tkr	sn	Tsakhur language
tsd	sn	Tsakonian
tsd	sn	Tsakonian dialect
tsb	sn	Tsamai
tsb	sn	Tsamai language
bea	sn	Tsattine
bea	sn	Tsattine language
xmw	sn	Tsimihety
xmw	sn	Tsimihety dialect
tsi	sn	Tsimshian
tsi	sn	Tsimshian language
tsv	sn	Tsogo
tsv	sn	Tsogo language
tso	sn	Tsonga
tso	sn	Tsonga language
tsu	sn	Tsou
tsu	sn	Tsou language
tsc	sn	Tswa
tsc	sn	Tswa language
tsn	sn	Tswana
tsn	sn	Tswana language
pmt	sn	Tuamotuan
pmt	sn	Tuamotuan language
tub	sn	Tubatulabal
tub	sn	Tubatulabal language
tte	sn	Tubetube
tte	sn	Tubetube language
tuo	sn	Tucano
tuo	sn	Tucano language
tca	sn	Tucuna
tca	sn	Tucuna language
tuy	sn	Tugen
tuy	sn	Tugen dialect
tji	sn	Tujia
tjs	sn	Tujia
tji	sn	Tujia language
tjs	sn	Tujia language
bhq	sn	Tukangbesi
khc	sn	Tukangbesi
bhq	sn	Tukangbesi language
khc	sn	Tukangbesi language
tcy	sn	Tulu
tcy	sn	Tulu language
duu	sn	Tulung
duu	sn	Tulung language
tmc	sn	Tumak
tmc	sn	Tumak language
tum	sn	Tumbuka
tum	sn	Tumbuka language
tmq	sn	Tumleo
tmq	sn	Tumleo language
tbn	sn	Tunebo
tnb	sn	Tunebo
tnd	sn	Tunebo
tuf	sn	Tunebo
tbn	sn	Tunebo language
tnb	sn	Tunebo language
tnd	sn	Tunebo language
tuf	sn	Tunebo language
baz	sn	Tunen
baz	sn	Tunen language
tuw	sn	Tungus-Manchu languages
tun	sn	Tunica
tun	sn	Tunica language
tqq	sn	Tunni
tqq	sn	Tunni language
tpw	sn	Tupi
tpw	sn	Tupi language
tup	sn	Tupi languages
tui	sn	Tupuri
tui	sn	Tupuri language
neb	sn	Tura
neb	sn	Tura language
tuz	sn	Turka
tuz	sn	Turka language
tuv	sn	Turkana
tuv	sn	Turkana language
trk	sn	Turkic languages
tur	sn	Turkish
tur	sn	Turkish language
tuk	sn	Turkmen
tuk	sn	Turkmen language
tus	sn	Tuscarora
tus	sn	Tuscarora language
tsp	sn	Tusia
wib	sn	Tusia
tsp	sn	Tusia language
wib	sn	Tusia language
tta	sn	Tutelo
tta	sn	Tutelo language
bsb	sn	Tutong
bsb	sn	Tutong language
tvt	sn	Tutsa
tvt	sn	Tutsa language
tmi	sn	Tutuba
tmi	sn	Tutuba language
tvl	sn	Tuvaluan
tvl	sn	Tuvaluan language
tyv	sn	Tuvinian
tyv	sn	Tuvinian language
ifk	sn	Tuwali
ifk	sn	Tuwali dialect
tue	sn	Tuyuca
tue	sn	Tuyuca language
twi	sn	Twi
twi	sn	Twi language
sef	sn	Tyembara
sef	sn	Tyembara dialect
tzh	sn	Tzeltal
tzh	sn	Tzeltal language
teh	sn	Tzoneca
teh	sn	Tzoneca language
tzo	sn	Tzotzil
tzo	sn	Tzotzil language
tzj	sn	Tzutuhil
tzj	sn	Tzutuhil language
ksj	sn	Uare
ksj	sn	Uare language
