# LCSH data (09-09-2009)		
# Identifier	NameType	NameString
guz	sn	Gusii
guz	sn	Gusii language
kky	sn	Guugu Yimithirr
kky	sn	Guugu Yimithirr language
lnu	sn	Guyuk
lnu	sn	Guyuk dialect
dah	sn	Gwahatike
dah	sn	Gwahatike language
gwn	sn	Gwandara
gwn	sn	Gwandara language
gdn	sn	Gwedena
gdn	sn	Gwedena language
gwr	sn	Gwere
gwr	sn	Gwere language
gwi	sn	Gwich'in
gwi	sn	Gwich'in language
jya	sn	Gyarung
jya	sn	Gyarung language
haq	sn	Ha
haq	sn	Ha language
hdy	sn	Hadiya
hdy	sn	Hadiya language
hah	sn	Hahon
hah	sn	Hahon language
hai	sn	Haida
hai	sn	Haida language
has	sn	Haisla
has	sn	Haisla language
cnh	sn	Haka Chin
cnh	sn	Haka Chin language
lad	sn	H?ake?tia
lad	sn	H?ake?tia language
hak	sn	Hakka
hak	sn	Hakka dialects
guj	sn	Halari
guj	sn	Halari dialect
hlb	sn	Halbi
hlb	sn	Halbi language
hla	sn	Halia
hla	sn	Halia language
gaw	sn	Halopa
gaw	sn	Halopa language
dad	sn	Ham
dad	sn	Ham language
hmt	sn	Hamtai
hmt	sn	Hamtai language
hag	sn	Hanga (Ghana)
luy	sn	Hanga (Kenya)
luy	sn	Hanga dialect (Kenya)
hag	sn	Hanga language (Ghana)
han	sn	Hangaza
han	sn	Hangaza language
hni	sn	Hani
hni	sn	Hani language
lml	sn	Hano
lml	sn	Hano language
hnn	sn	Hanuno?o
hnn	sn	Hanuno?o language
har	sn	Harari
har	sn	Harari language
hoj	sn	Harauti
hoj	sn	Harauti language
hro	sn	Haroi
hro	sn	Haroi language
hss	sn	H?arsu?si?
hss	sn	H?arsu?si? language
mey	sn	Hassaniyya
mey	sn	Hassaniyya dialect
had	sn	Hatam
had	sn	Hatam language
xht	sn	Hattic
xht	sn	Hattic language
hau	sn	Hausa
hau	sn	Hausa language
yuf	sn	Havasupai
yuf	sn	Havasupai language
kan	sn	Havyaka
kan	sn	Havyaka dialect
haw	sn	Hawaiian
haw	sn	Hawaiian language
hay	sn	Haya
hay	sn	Haya language
vay	sn	Hayu
vay	sn	Hayu dialect
haz	sn	Hazara
haz	sn	Hazara language
kup	sn	Hazili
kup	sn	Hazili dialect
heb	sn	Hebrew
heb	sn	Hebrew language
hbo	sn	"Hebrew language, Medieval"
hbo	sn	"Hebrew language, Post-Biblical"
hbo	sn	"Hebrew language, Talmudic"
xed	sn	Hedi
xed	sn	Hedi language
heh	sn	Hehe
heh	sn	Hehe language
hei	sn	Heiltsuk
hei	sn	Heiltsuk language
scp	sn	Helambu Sherpa
scp	sn	Helambu Sherpa language
grc	sn	Hellenistic Greek
her	sn	Herero
her	sn	Herero language
hid	sn	Hidatsa
hid	sn	Hidatsa language
mba	sn	Higaonon
mba	sn	Higaonon dialect
hil	sn	Hiligaynon
hil	sn	Hiligaynon language
him	sn	Himachali
him	sn	Himachali language
dhm	sn	Himba
dhm	sn	Himba dialect
xsa	sn	Himyaritic
xsa	sn	Himyaritic language
hin	sn	Hindi
hin	sn	Hindi language
hnd	sn	Hindko?
hno	sn	Hindko?
hnd	sn	Hindko? dialect
hno	sn	Hindko? dialect
hmo	sn	Hiri Motu
hmo	sn	Hiri Motu language
mik	sn	Hitchiti
mik	sn	Hitchiti language
hit	sn	Hittite
hit	sn	Hittite language
hix	sn	Hixkaryana
hix	sn	Hixkaryana language
hmr	sn	Hmar
hmr	sn	Hmar language
hmn	sn	Hmong
hmn	sn	Hmong language
hnj	sn	Hmong Njua
hnj	sn	Hmong Njua dialect
hoc	sn	Ho
hoc	sn	Ho language
hoa	sn	Hoava
hoa	sn	Hoava language
nan	sn	Hokkien
nan	sn	Hokkien dialects
hoo	sn	Holoholo
hoo	sn	Holoholo language
hol	sn	Holu
hol	sn	Holu language
hop	sn	Hopi
hop	sn	Hopi language
poo	sn	Hopland
poo	sn	Hopland dialect
hot	sn	Hote
hot	sn	Hote language
hre	sn	Hre?
hre	sn	Hre? language
ygr	sn	Hua (Papua New Guinea)
ygr	sn	Hua dialect (Papua New Guinea)
hmd	sn	Hua Hmong
hmd	sn	Hua Hmong dialect
lis	sn	Hua Lisu
lis	sn	Hua Lisu dialect
yuf	sn	Hualapai
yuf	sn	Hualapai language
hub	sn	Huambisa
hub	sn	Huambisa language
qvw	sn	Huanca
qvw	sn	Huanca dialect
auc	sn	Huao
auc	sn	Huao language
hus	sn	Huastec
hus	sn	Huastec language
hue	sn	Huave
huv	sn	Huave
hve	sn	Huave
hvv	sn	Huave
hue	sn	Huave language
huv	sn	Huave language
hve	sn	Huave language
hvv	sn	Huave language
hch	sn	Huichol
hch	sn	Huichol language
hul	sn	Hula
hul	sn	Hula language
hui	sn	Huli
hui	sn	Huli language
hke	sn	Hunde
hke	sn	Hunde language
hum	sn	Hungana
hum	sn	Hungana language
hun	sn	Hungarian
hun	sn	Hungarian language
huz	sn	Hunzib
huz	sn	Hunzib language
hup	sn	Hupa
hup	sn	Hupa language
xhu	sn	Hurrian
xhu	sn	Hurrian language
iai	sn	Iai
iai	sn	Iai language
yml	sn	Iamalele
yml	sn	Iamalele language
ian	sn	Iatmul
ian	sn	Iatmul language
ibl	sn	Ibaloi
ibl	sn	Ibaloi language
iba	sn	Iban
iba	sn	Iban language
ibg	sn	Ibanag
ibg	sn	Ibanag language
iby	sn	Ibani
iby	sn	Ibani dialect
xib	sn	Iberian
xib	sn	Iberian language
ibb	sn	Ibibio
ibb	sn	Ibibio language
arh	sn	Ica
arh	sn	Ica language
isl	sn	Icelandic
isl	sn	Icelandic language
icl	sn	Icelandic Sign
icl	sn	Icelandic Sign Language
dbj	sn	Ida'an
dbj	sn	Ida'an language
idd	sn	Idaca
idd	sn	Idaca language
ida	sn	Idakho-Isuhka-Tiriki
ida	sn	Idakho-Isuhka-Tiriki language
idt	sn	Idate?
idt	sn	Idate? language
idu	sn	Idoma
idu	sn	Idoma language
clk	sn	Idu
clk	sn	Idu language
viv	sn	Iduna
viv	sn	Iduna language
ifa	sn	Ifugao
ifb	sn	Ifugao
ifk	sn	Ifugao
ifu	sn	Ifugao
ifa	sn	Ifugao language
ifb	sn	Ifugao language
ifk	sn	Ifugao language
ifu	sn	Ifugao language
igl	sn	Igala
igl	sn	Igala language
ibo	sn	Igbo
ibo	sn	Igbo language
ige	sn	Igede
ige	sn	Igede language
ahl	sn	Igo
ahl	sn	Igo language
ihp	sn	Iha
ihp	sn	Iha language
yor	sn	Ijebu
yor	sn	Ijebu dialect
ijc	sn	Ijo
ijc	sn	Ijo language
ikx	sn	Ik
ikx	sn	Ik language
ikw	sn	Ikwere
ikw	sn	Ikwere language
izi	sn	Ikwo
izi	sn	Ikwo language
ilb	sn	Ila
ilb	sn	Ila language
mbi	sn	Ilianen Manobo
mbi	sn	Ilianen Manobo language
mia	sn	Illinois
mia	sn	Illinois language
ilo	sn	Iloko
ilo	sn	Iloko language
ilk	sn	Ilongot
ilk	sn	Ilongot language
imo	sn	Imbo Ungu
imo	sn	Imbo Ungu language
kat	sn	Imeretian
kat	sn	Imeretian dialect
szp	sn	Inanwatan
szp	sn	Inanwatan language
inp	sn	Inapari
inp	sn	Inapari language
smn	sn	Inari Sami
smn	sn	Inari Sami dialect
ins	sn	Indian sign
ins	sn	Indian sign language
ine	sn	Indo-European languages
iir	sn	Indo-Iranian languages
ind	sn	Indonesian
ind	sn	Indonesian language
inl	sn	Indonesian Sign
inl	sn	Indonesian Sign Language
ins	sn	Indopakistan Sign
pka	sn	Indopakistan Sign
ins	sn	Indopakistan Sign Language
pka	sn	Indopakistan Sign Language
mvy	sn	Indus Kohistani
mvy	sn	Indus Kohistani language
inj	sn	Ingano
inj	sn	Ingano language
tbi	sn	Ingassana
tbi	sn	Ingassana language
kat	sn	Ingilo
kat	sn	Ingilo dialect
izh	sn	Ingrian
izh	sn	Ingrian language
inh	sn	Ingush
inh	sn	Ingush language
ino	sn	Inoke
ino	sn	Inoke language
ior	sn	Inor
ior	sn	Inor dialect
igs	sn	Interglossa
igs	sn	Interglossa (Artificial language)
ile	sn	Interlingue
ile	sn	Interlingue (Artificial language)
iku	sn	Inuktitut
iku	sn	Inuktitut dialect
ipk	sn	Inupiaq
ipk	sn	Inupiaq dialect
ikt	sn	Inuvialuktun
ikt	sn	Inuvialuktun dialect
grc	sn	Ionic Greek
grc	sn	Ionic Greek dialect
iow	sn	Iowa
iow	sn	Iowa language
ipi	sn	Ipili
ipi	sn	Ipili language
apu	sn	Ipurina
apu	sn	Ipurina language
iqu	sn	Iquito
iqu	sn	Iquito language
irh	sn	Irahutu
irh	sn	Irahutu language
ira	sn	Iranian languages
irn	sn	Iranxe
irn	sn	Iranxe language
irk	sn	Iraqw
irk	sn	Iraqw language
gle	sn	Irish
gle	sn	Irish language
iro	sn	Iroquoian languages
iro	sn	Iroquois
iro	sn	Iroquois language
iru	sn	Irula
iru	sn	Irula language
iou	sn	Irumu
iou	sn	Irumu language
sgl	sn	Ishkashmi
sgl	sn	Ishkashmi dialect
inn	sn	Isinay
inn	sn	Isinay language
crb	sn	Island Carib
crb	sn	Island Carib language
tix	sn	Isleta
tix	sn	Isleta language
isd	sn	Isneg
isd	sn	Isneg language
ruo	sn	Istro-Romanian
ruo	sn	Istro-Romanian dialect
ita	sn	Italian
ita	sn	Italian language
ise	sn	Italian Sign
ise	sn	Italian Sign Language
itv	sn	Itawis
itv	sn	Itawis language
ivb	sn	Itbayat
ivb	sn	Itbayat dialect
ite	sn	Itene
ite	sn	Itene language
ito	sn	Itonama
ito	sn	Itonama language
its	sn	Itsekiri
its	sn	Itsekiri language
itz	sn	Itza?
itz	sn	Itza? dialect
ivv	sn	Ivatan
ivv	sn	Ivatan language
ibd	sn	Iwaidja
ibd	sn	Iwaidja language
iwm	sn	Iwam
iwm	sn	Iwam language
ixc	sn	Ixcateco
ixc	sn	Ixcateco language
ixl	sn	Ixil
ixl	sn	Ixil language
izr	sn	Izere
izr	sn	Izere language
izi	sn	Izi
izi	sn	Izi language
grj	sn	Jabo
grj	sn	Jabo language
jac	sn	Jacalteca
jac	sn	Jacalteca language
jah	sn	Jah Hut
jah	sn	Jah Hut language
dhd	sn	Jaipuri?
dhd	sn	Jaipuri? dialect
sjm	sn	Jama Mapun
sjm	sn	Jama Mapun language
min	sn	Jamee
min	sn	Jamee language
yaa	sn	Jaminaua
yaa	sn	Jaminaua language
djm	sn	Jamsay
djm	sn	Jamsay dialect
jpn	sn	Japanese
jpn	sn	Japanese language
jra	sn	Jarai
jra	sn	Jarai language
anq	sn	Jarawa (India)
anq	sn	Jarawa language (India)
jaa	sn	Jarua?ra
jaa	sn	Jarua?ra language
jns	sn	Jaunsari
jns	sn	Jaunsari dialect
jav	sn	Javanese
jav	sn	Javanese language
djn	sn	Jawoyn
djn	sn	Jawoyn language
jbn	sn	Jebel Nefusa
jbn	sn	Jebel Nefusa language
jeh	sn	Jeh
jeh	sn	Jeh language
jhi	sn	Jehai
jhi	sn	Jehai language
jek	sn	Jeli
jek	sn	Jeli language
tow	sn	Jemez
tow	sn	Jemez language
kan	sn	Jenukuruba
kan	sn	Jenukuruba dialect
jee	sn	Jero
jee	sn	Jero language
mar	sn	Jha?d?i?
mar	sn	Jha?d?i? dialect
shv	sn	Jibbali
shv	sn	Jibbali language
jic	sn	Jicaque
jic	sn	Jicaque language
apj	sn	Jicarilla
apj	sn	Jicarilla language
jul	sn	Jirel
jul	sn	Jirel language
jit	sn	Jita
jit	sn	Jita language
kaj	sn	Jju
kaj	sn	Jju language
mmy	sn	Jongor
mmy	sn	Jongor language
ktz	sn	Ju/'hoan
ktz	sn	Ju/'hoan language
jun	sn	Juang
jun	sn	Juang language
jrb	sn	Judeo-Arabic
jrb	sn	Judeo-Arabic language
itk	sn	Judeo-Italian
itk	sn	Judeo-Italian language
jpr	sn	Judeo-Persian
jpr	sn	Judeo-Persian language
bhh	sn	Judeo-Tajik
bhh	sn	Judeo-Tajik language
jdt	sn	Judeo-Tat
jdt	sn	Judeo-Tat language
jbu	sn	Jukun
jbu	sn	Jukun language
jup	sn	Jupda
jup	sn	Jupda language
bex	sn	Jur Modo
bex	sn	Jur Modo language
juc	sn	Jurchen
juc	sn	Jurchen language
ksp	sn	Kaba
ksp	sn	Kaba (Central Sudanic)
ksp	sn	Kaba language (Central Sudanic)
kbd	sn	Kabardian
kbd	sn	Kabardian language
kbp	sn	Kabiye
kbp	sn	Kabiye language
nbu	sn	Kabui
nkf	sn	Kabui
nbu	sn	Kabui language
nkf	sn	Kabui language
kab	sn	Kabyle
kab	sn	Kabyle language
kfr	sn	Kachchhi
kfr	sn	Kachchhi dialect
kac	sn	Kachin
kac	sn	Kachin language
kdv	sn	Kadu
kdv	sn	Kadu language
ktp	sn	Kaduo
ktp	sn	Kaduo language
swh	sn	Kae
swh	sn	Kae dialect
kbr	sn	Kaffa
kbr	sn	Kaffa language
kog	sn	Kagaba
kog	sn	Kagaba language
syw	sn	Kagate
syw	sn	Kagate dialect
cgc	sn	Kagayanen
cgc	sn	Kagayanen language
kdm	sn	Kagoma
kdm	sn	Kagoma language
xkg	sn	Kagoro (Mali)
kcg	sn	Kagoro (Nigeria)
kcg	sn	Kagoro dialect (Nigeria)
xkg	sn	Kagoro language (Mali)
kki	sn	Kaguru
kki	sn	Kaguru language
nij	sn	Kahayan
nij	sn	Kahayan language
kzp	sn	Kaidipang
kzp	sn	Kaidipang language
kzq	sn	Kaike
kzq	sn	Kaike language
pbz	sn	Kaili
pbz	sn	Kaili language
kgp	sn	Kaingang
kgp	sn	Kaingang language
klq	sn	Kairi
klq	sn	Kairi language
kbm	sn	Kaiwa (Papua New Guinea)
kbm	sn	Kaiwa language (Papua New Guinea)
hrv	sn	Kajkavian
hrv	sn	Kajkavian dialect
tbd	sn	Kaki Ae
tbd	sn	Kaki Ae language
sbl	sn	Kakilingan Sambal
sbl	sn	Kakilingan Sambal dialect
kkj	sn	Kako
kkj	sn	Kako language
keo	sn	Kakwa
keo	sn	Kakwa dialect
mwp	sn	Kala Lagaw Ya
mwp	sn	Kala Lagaw Ya language
ijn	sn	Kalabari
ijn	sn	Kalabari dialect
kzz	sn	Kalabra
kzz	sn	Kalabra language
kqe	sn	Kalagan
kqe	sn	Kalagan language
kmh	sn	Kalam
kmh	sn	Kalam language
tbk	sn	Kalamian
tbk	sn	Kalamian language
kck	sn	Kalanga
kck	sn	Kalanga (Botswana and Zimbabwe)
kck	sn	Kalanga language (Botswana and Zimbabwe)
kyl	sn	Kalapuya
kyl	sn	Kalapuya language
kls	sn	Kalash
kls	sn	Kalash language
kal	sn	Kala?tdlisut
kal	sn	Kala?tdlisut dialect
kln	sn	Kalenjin
kln	sn	Kalenjin language
fla	sn	Kalispel
fla	sn	Kalispel language
ktg	sn	Kalkatungu
ktg	sn	Kalkatungu language
tam	sn	Kallan
tam	sn	Kallan dialect
xal	sn	Kalmyk
xal	sn	Kalmyk language
bco	sn	Kaluli
bco	sn	Kaluli language
kay	sn	Kamaiura?
kay	sn	Kamaiura? language
kbq	sn	Kamano
kbq	sn	Kamano language
kms	sn	Kamasau
kms	sn	Kamasau language
xas	sn	Kamassin
xas	sn	Kamassin language
kam	sn	Kamba
kam	sn	Kamba language
ktb	sn	Kambata
ktb	sn	Kambata language
xbr	sn	Kambera
xbr	sn	Kambera dialect
itl	sn	Kamchadal
itl	sn	Kamchadal language
kld	sn	Kamilaroi
kld	sn	Kamilaroi language
tel	sn	Kamma
tel	sn	Kamma dialect
kgq	sn	Kamoro
kgq	sn	Kamoro language
asm	sn	Ka?mru?pi?
asm	sn	Ka?mru?pi? dialect
kmt	sn	Kamtuk
kmt	sn	Kamtuk language
xla	sn	Kamula
xla	sn	Kamula language
hig	sn	Kamwe
hig	sn	Kamwe language
ogo	sn	Kana
ogo	sn	Kana language
kna	sn	Kanakuru
kna	sn	Kanakuru language
bjj	sn	Kanauji
bjj	sn	Kanauji dialect
kfk	sn	Kanauri
kfk	sn	Kanauri language
kbl	sn	Kanembu
kbl	sn	Kanembu language
xnr	sn	Kangri
xnr	sn	Kangri dialect
kmu	sn	Kanite
kmu	sn	Kanite language
kjb	sn	Kanjobal
kjb	sn	Kanjobal language
kne	sn	Kankanay
kne	sn	Kankanay language
kan	sn	Kannada
kan	sn	Kannada language
kau	sn	Kanuri
kau	sn	Kanuri language
kqn	sn	Kaonde
kqn	sn	Kaonde language
ekg	sn	Kapauku
ekg	sn	Kapauku language
kpg	sn	Kapingamarangi
kpg	sn	Kapingamarangi language
kdk	sn	Kapone
kdk	sn	Kapone language
kah	sn	Kara (Central African Republic and Sudan)
leu	sn	Kara (Papua New Guinea)
kah	sn	Kara language (Central African Republic and Sudan)
leu	sn	Kara language (Papua New Guinea)
kza	sn	Karaboro
xrb	sn	Karaboro
kza	sn	Karaboro language
xrb	sn	Karaboro language
krc	sn	Karachay-Balkar
krc	sn	Karachay-Balkar language
kdr	sn	Karaim
kdr	sn	Karaim language
gbd	sn	Karajarri
gbd	sn	Karajarri language
kaa	sn	Kara-Kalpak
kaa	sn	Kara-Kalpak language
xqa	sn	Karakhanid
xqa	sn	Karakhanid language
kdj	sn	Karamojong
kdj	sn	Karamojong language
kzr	sn	Karang (Cameroon)
kzr	sn	Karang language (Cameroon)
kth	sn	Karanga
kth	sn	Karanga language
kyj	sn	Karao
kyj	sn	Karao language
kpt	sn	Karata
kpt	sn	Karata language
kbj	sn	Kare
kbj	sn	Kare language
kai	sn	Karekare
kai	sn	Karekare language
krl	sn	Karelian
krl	sn	Karelian language
kmv	sn	Karipuna Creole
kmv	sn	Karipuna Creole dialect
kzw	sn	Kariri
kzw	sn	Kariri language
ktn	sn	Karitiana
ktn	sn	Karitiana language
kko	sn	Karko
kko	sn	Karko language
est	sn	Karksi
est	sn	Karksi dialect
arr	sn	Karo (Brazil)
arr	sn	Karo language (Brazil)
btx	sn	Karo-Batak
btx	sn	Karo-Batak dialect
kyh	sn	Karok
kyh	sn	Karok language
kbn	sn	Karre?
kbn	sn	Karre? language
iru	sn	Kasaba
iru	sn	Kasaba dialect
xsm	sn	Kasem
xsm	sn	Kasem language
kju	sn	Kashaya
kju	sn	Kashaya language
kas	sn	Kashmiri
kas	sn	Kashmiri language
csb	sn	Kashubian
csb	sn	Kashubian language
kao	sn	Kassonke
kao	sn	Kassonke language
khs	sn	Kasua
khs	sn	Kasua language
kcg	sn	Katab
kcg	sn	Katab language
kmg	sn	Ka?te
kmg	sn	Ka?te language
nij	sn	Katingan
nij	sn	Katingan language
ktw	sn	Kato
ktw	sn	Kato language
kda	sn	Kattang
kda	sn	Kattang language
kax	sn	Katu
kax	sn	Katu language
pss	sn	Kaulong
pss	sn	Kaulong language
bpp	sn	Kaure
bpp	sn	Kaure language
zku	sn	Kaurna
zku	sn	Kaurna language
ckv	sn	Kavalan
ckv	sn	Kavalan language
ahk	sn	Kaw
ahk	sn	Kaw language
xaw	sn	Kawaiisu
xaw	sn	Kawaiisu language
kaw	sn	Kawi
kaw	sn	Kawi language
kyz	sn	Kayabi
kyz	sn	Kayabi language
eky	sn	Kayah
kyu	sn	Kayah
eky	sn	Kayah language
kyu	sn	Kayah language
pdu	sn	Kayan (Borneo)
pdu	sn	Kayan language (Borneo)
kak	sn	Kayapa Kallahan
kak	sn	Kayapa Kallahan language
gbb	sn	Kaytetye
gbb	sn	Kaytetye language
kge	sn	Kayu Agung
kge	sn	Kayu Agung language
kaz	sn	Kazakh
kaz	sn	Kazakh language
kzk	sn	Kazukuru
kzk	sn	Kazukuru language
ksx	sn	Kedang
ksx	sn	Kedang language
kek	sn	Kekchi
kek	sn	Kekchi language
kel	sn	Kela
kel	sn	Kela language
kzi	sn	Kelabit
kzi	sn	Kelabit language
keb	sn	Kele
keb	sn	Kele (Gabon)
keb	sn	Kele language (Gabon)
ify	sn	Keley-i Kallahan
ify	sn	Keley-i Kallahan language
kem	sn	Kemak
kem	sn	Kemak language
ahg	sn	Kemant
ahg	sn	Kemant language
kyq	sn	Kenga
kyq	sn	Kenga language
khz	sn	Keopara
khz	sn	Keopara language
ker	sn	Kera
ker	sn	Kera language
ked	sn	Kerebe
ked	sn	Kerebe language
kee	sn	Keres
kjq	sn	Keres
kee	sn	Keres language
kjq	sn	Keres language
kxz	sn	Kerewo
kxz	sn	Kerewo language
kvr	sn	Kerinci
kvr	sn	Kerinci language
ket	sn	Ket
ket	sn	Ket language
kcv	sn	Kete
kcv	sn	Kete language
xte	sn	Ketengban
xte	sn	Ketengban language
kew	sn	Kewa
kjs	sn	Kewa
kew	sn	Kewa language
kjs	sn	Kewa language
xkv	sn	Kgalagadi
xkv	sn	Kgalagadi language
kjh	sn	Khakass
kjh	sn	Khakass language
kjf	sn	Khalaj
kjf	sn	Khalaj language
klr	sn	Khaling
klr	sn	Khaling language
khk	sn	Khalkha
khk	sn	Khalkha dialect
xam	sn	Kham
kgj	sn	Kham (Nepal)
kip	sn	Kham (Nepal)
xam	sn	Kham language
kgj	sn	Kham language (Nepal)
kip	sn	Kham language (Nepal)
evn	sn	Khamnigan
evn	sn	Khamnigan (Mongolian)
evn	sn	Khamnigan language (Mongolian)
kht	sn	Khamti
kht	sn	Khamti language
khn	sn	Khandesi
khn	sn	Khandesi language
kca	sn	Khanty
kca	sn	Khanty language
hin	sn	Khari Boli
hin	sn	Khari Boli language
khr	sn	Kharia
khr	sn	Kharia language
kha	sn	Khasi
kha	sn	Khasi language
xhe	sn	Khetra?ni?
xhe	sn	Khetra?ni? dialect
nkh	sn	Khezha
nkh	sn	Khezha language
kix	sn	Khiamniungan
kix	sn	Khiamniungan language
kjj	sn	Khinalugh
kjj	sn	Khinalugh language
zkt	sn	Khitan
zkt	sn	Khitan language
khm	sn	Khmer
kxm	sn	Khmer
khm	sn	Khmer language
kxm	sn	Khmer language
kjg	sn	Khmu'
kjg	sn	Khmu' language
xuu	sn	Khoikhoi
xuu	sn	Khoikhoi language
khi	sn	Khoisan languages
ngh	sn	Khomani
ngh	sn	Khomani language
zkh	sn	Khorezmian Turkic
zkh	sn	Khorezmian Turkic language
kho	sn	Khotanese
kho	sn	Khotanese language
mai	sn	Khotta
mai	sn	Khotta dialect
khw	sn	Khowar
khw	sn	Khowar language
sgh	sn	Khuf
sgh	sn	Khuf dialect
cnk	sn	Khumi
cka	sn	Khumi Awa
cka	sn	Khumi Awa dialect
cnk	sn	Khumi language
kkh	sn	Khu?n
kkh	sn	Khu?n language
khv	sn	Khvarshi
khv	sn	Khvarshi language
csh	sn	Khyang
csh	sn	Khyang language
ifk	sn	Kiangan Ifugao
ifk	sn	Kiangan Ifugao dialect
kic	sn	Kickapoo
kic	sn	Kickapoo language
flr	sn	Kifuliru
flr	sn	Kifuliru dialect
kik	sn	Kikuyu
kik	sn	Kikuyu language
sjd	sn	Kildin Sami
sjd	sn	Kildin Sami dialect
klb	sn	Kiliwa
klb	sn	Kiliwa language
kmb	sn	Kimbundu
kmb	sn	Kimbundu language
krj	sn	Kinaray-a
krj	sn	Kinaray-a language
zga	sn	Kinga
zga	sn	Kinga language
swc	sn	Kingwana
swc	sn	Kingwana language
kin	sn	Kinyarwanda
kin	sn	Kinyarwanda language
kio	sn	Kiowa
kio	sn	Kiowa language
kue	sn	Kipchak
kue	sn	Kipchak language
kln	sn	Kipsikis
kln	sn	Kipsikis dialect
kyi	sn	Kiput
kyi	sn	Kiput language
kij	sn	Kiriwinian
kij	sn	Kiriwinian language
lks	sn	Kisa
lks	sn	Kisa dialect
kru	sn	Kisan
kru	sn	Kisan (Dravidian)
kru	sn	Kisan language (Dravidian)
kje	sn	Kisar
kje	sn	Kisar language
kiz	sn	Kissi
kiz	sn	Kissi language
kij	sn	Kitava
kij	sn	Kitava language
gia	sn	Kitja
gia	sn	Kitja language
ktu	sn	Kituba
ktu	sn	Kituba language
kla	sn	Klamath
kla	sn	Klamath language
tlh	sn	Klingon
tlh	sn	Klingon (Artificial language)
btz	sn	Kluet
btz	sn	Kluet language
xwa	sn	Koaia
xwa	sn	Koaia language
kib	sn	Koalib
kib	sn	Koalib language
cku	sn	Koasati
cku	sn	Koasati language
kpw	sn	Kobon
kpw	sn	Kobon language
kfa	sn	Kodagu
kfa	sn	Kodagu language
zkg	sn	Koguryo
zkg	sn	Koguryo language
kpm	sn	Koho
kpm	sn	Koho language
bcs	sn	Kohumono
bcs	sn	Kohumono language
kbk	sn	Koiari
kbk	sn	Koiari language
kjh	sn	Koibalian
kjh	sn	Koibalian dialect
trp	sn	Kok Borok
trp	sn	Kok Borok language
kkp	sn	Kokoberra
kkp	sn	Kokoberra language
kkk	sn	Kokota
kkk	sn	Kokota language
kfb	sn	Kolami
nit	sn	Kolami
kfb	sn	Kolami language
nit	sn	Kolami language
bhp	sn	Kolo
bhp	sn	Kolo dialect
ijc	sn	Kolokuma
ijc	sn	Kolokuma dialect
klx	sn	Koluawawa
klx	sn	Koluawawa language
bkm	sn	Kom (Cameroon)
kmm	sn	Kom (India)
bkm	sn	Kom language (Cameroon)
kmm	sn	Kom language (India)
kpf	sn	Komba
kpf	sn	Komba language
tyn	sn	Kombai
tyn	sn	Kombai language
nui	sn	Kombe
nui	sn	Kombe language
kge	sn	Komering
kge	sn	Komering dialect
kom	sn	Komi
kom	sn	Komi language
koi	sn	Komi-Permyak
koi	sn	Komi-Permyak dialect
kpv	sn	Komi-Yaz?va
kpv	sn	Komi-Yaz?va dialect
kmw	sn	Komo (Congo)
kmw	sn	Komo language (Congo)
kvh	sn	Komodo
kvh	sn	Komodo dialect
snp	sn	Komunku
snp	sn	Komunku dialect
kfc	sn	Konda
kfc	sn	Konda language
tel	sn	Konda-Reddi
tel	sn	Konda-Reddi dialect
kjc	sn	Kondjo
kjk	sn	Kondjo
kjc	sn	Kondjo dialect
kjk	sn	Kondjo dialect
nas	sn	Kongara
nas	sn	Kongara dialect
kon	sn	Kongo
kon	sn	Kongo language
ems	sn	Koniagmiut
ems	sn	Koniagmiut dialect
koo	sn	Konjo
koo	sn	Konjo language
kok	sn	Konkani
kok	sn	Konkani language
xon	sn	Konkomba
xon	sn	Konkomba language
kma	sn	Konni
kma	sn	Konni language
nbe	sn	Konyak
nbe	sn	Konyak language
kng	sn	Koongo
kng	sn	Koongo (Western Kongo)
kng	sn	Koongo dialect (Western Kongo)
kut	sn	Kootenai
kut	sn	Kootenai language
ozm	sn	Koozime
ozm	sn	Koozime language
ikt	sn	Kopagmiut
ikt	sn	Kopagmiut dialect
kfd	sn	Koraga
vmd	sn	Koraga
kfd	sn	Koraga language
vmd	sn	Koraga language
kqz	sn	Korana
kqz	sn	Korana language
kpr	sn	Korape
kpr	sn	Korape language
kdo	sn	Kordofanian languages
kor	sn	Korean
kor	sn	Korean language
sna	sn	Korekore
sna	sn	Korekore dialect
bpr	sn	Koronadal Blaan
bpr	sn	Koronadal Blaan language
khe	sn	Korowai
khe	sn	Korowai language
kfp	sn	Korwa
kfp	sn	Korwa language
kpy	sn	Koryak
kpy	sn	Koryak language
kkl	sn	Kosarek
kkl	sn	Kosarek language
kze	sn	Kosena
kze	sn	Kosena dialect
mar	sn	Koshti
mar	sn	Koshti (Marathi)
mar	sn	Koshti dialect (Marathi)
kfe	sn	Kota
kfe	sn	Kota (India)
kfe	sn	Kota language (India)
eko	sn	Koti
eko	sn	Koti language
zko	sn	Kott
zko	sn	Kott language
kqb	sn	Kovai
kqb	sn	Kovai language
kff	sn	Koya
kff	sn	Koya language
ses	sn	Koyraboro Senni
ses	sn	Koyraboro Senni dialect
koy	sn	Koyukon
koy	sn	Koyukon language
kpe	sn	Kpelle
kpe	sn	Kpelle language
kpo	sn	Kposo
kpo	sn	Kposo language
xra	sn	Kraho
xra	sn	Kraho language
kpl	sn	Kreish
