Language	Level	Type	Code	Name
ruc	1	G	nic	Niger-Kordofanian
ruc	2	G	alv	Atlantic-Congo
ruc	3	G	bnt	Bantu
ruc	4	I	ruc	Ruuli
rue	1	G	ine	Indo-European
rue	2	G	sla	Slavic
rue	3	I	rue	Rusyn
ruf	1	G	nic	Niger-Kordofanian
ruf	2	G	alv	Atlantic-Congo
ruf	3	G	bnt	Bantu
ruf	4	I	ruf	Luguru
rug	1	G	map	Austronesian
rug	2	G	poz	Malayo-Polynesian
rug	3	G	pqe	Eastern Malayo-Polynesian
rug	4	I	rug	Roviana
ruh	1	G	sit	Sino-Tibetan
ruh	2	G	tbq	Tibeto-Burman
ruh	3	I	ruh	Ruga
rui	1	G	nic	Niger-Kordofanian
rui	2	G	alv	Atlantic-Congo
rui	3	G	bnt	Bantu
rui	4	I	rui	Rufiji
ruk	1	G	nic	Niger-Kordofanian
ruk	2	G	alv	Atlantic-Congo
ruk	3	I	ruk	Che
ruo	1	G	ine	Indo-European
ruo	2	G	itc	Italic
ruo	3	G	roa	Romance
ruo	4	I	ruo	Istro Romanian
rup	1	G	ine	Indo-European
rup	2	G	itc	Italic
rup	3	G	roa	Romance
rup	4	I	rup	Macedo-Romanian
ruq	1	G	ine	Indo-European
ruq	2	G	itc	Italic
ruq	3	G	roa	Romance
ruq	4	I	ruq	Megleno Romanian
rut	1	G	cau	Caucasian
rut	2	I	rut	Rutul
ruu	1	G	map	Austronesian
ruu	2	I	ruu	Lanas Lobu
ruy	1	G	nic	Niger-Kordofanian
ruy	2	G	alv	Atlantic-Congo
ruy	3	I	ruy	Mala (Nigeria)
ruz	1	G	nic	Niger-Kordofanian
ruz	2	G	alv	Atlantic-Congo
ruz	3	I	ruz	Ruma
rwa	1	G	paa	Papuan
rwa	2	I	rwa	Rawo
rwk	1	G	nic	Niger-Kordofanian
rwk	2	G	alv	Atlantic-Congo
rwk	3	G	bnt	Bantu
rwk	4	I	rwk	Rwa
rwm	1	G	nic	Niger-Kordofanian
rwm	2	G	alv	Atlantic-Congo
rwm	3	G	bnt	Bantu
rwm	4	I	rwm	Amba (Uganda)
rwo	1	G	paa	Papuan
rwo	2	G	ngf	Trans-New Guinea
rwo	3	I	rwo	Rawa
rwr	1	G	ine	Indo-European
rwr	2	G	iir	Indo-Iranian
rwr	3	G	inc	Indic
rwr	4	M	mwr	Marwari
rwr	5	I	rwr	Marwari (India)
rws	1	G	map	Austronesian
rws	2	I	rws	Rawas
ryn	1	G	jpx	Japanese (family)
ryn	2	I	ryn	Northern Amami-Oshima
saa	1	G	afa	Afro-Asiatic
saa	2	I	saa	Saba
sab	1	G	cai	Central American Indian
sab	2	I	sab	Buglere
sac	1	G	nai	North American Indian
sac	2	G	aql	Algic
sac	3	G	alg	Algonquian
sac	4	I	sac	Meskwaki
sae	1	G	sai	South American Indian
sae	2	I	sae	Sabanê
saf	1	G	nic	Niger-Kordofanian
saf	2	G	alv	Atlantic-Congo
saf	3	I	saf	Safaliba
saj	1	G	paa	Papuan
saj	2	I	saj	Sahu
sak	1	G	nic	Niger-Kordofanian
sak	2	G	alv	Atlantic-Congo
sak	3	G	bnt	Bantu
sak	4	I	sak	Sake
sao	1	G	paa	Papuan
sao	2	G	ngf	Trans-New Guinea
sao	3	I	sao	Sause
sap	1	G	sai	South American Indian
sap	2	I	sap	Sanapaná
saq	1	G	ssa	Nilo-Saharan
saq	2	I	saq	Samburu
sar	1	G	sai	South American Indian
sar	2	I	sar	Saraveca
sau	1	G	map	Austronesian
sau	2	G	poz	Malayo-Polynesian
sau	3	G	plf	Central Malayo-Polynesian
sau	4	I	sau	Saleman
sav	1	G	nic	Niger-Kordofanian
sav	2	G	alv	Atlantic-Congo
sav	3	I	sav	Saafi-Saafi
saw	1	G	paa	Papuan
saw	2	G	ngf	Trans-New Guinea
saw	3	I	saw	Sawi
sax	1	G	map	Austronesian
sax	2	G	poz	Malayo-Polynesian
sax	3	G	pqe	Eastern Malayo-Polynesian
sax	4	I	sax	Sa
say	1	G	afa	Afro-Asiatic
say	2	I	say	Saya
saz	1	G	ine	Indo-European
saz	2	G	iir	Indo-Iranian
saz	3	G	inc	Indic
saz	4	I	saz	Saurashtra
sba	1	G	ssa	Nilo-Saharan
sba	2	I	sba	Ngambay
sbb	1	G	map	Austronesian
sbb	2	G	poz	Malayo-Polynesian
sbb	3	G	pqe	Eastern Malayo-Polynesian
sbb	4	I	sbb	Simbo
sbc	1	G	map	Austronesian
sbc	2	G	poz	Malayo-Polynesian
sbc	3	G	pqe	Eastern Malayo-Polynesian
sbc	4	I	sbc	Kele (Papua New Guinea)
sbd	1	G	nic	Niger-Kordofanian
sbd	2	G	dmn	Mande
sbd	3	I	sbd	Southern Samo
sbe	1	G	map	Austronesian
sbe	2	G	poz	Malayo-Polynesian
sbe	3	G	pqe	Eastern Malayo-Polynesian
sbe	4	I	sbe	Saliba
sbf	1	G	ssa	Nilo-Saharan
sbf	2	I	sbf	Shabo
sbg	1	G	paa	Papuan
sbg	2	I	sbg	Seget
sbh	1	G	map	Austronesian
sbh	2	G	poz	Malayo-Polynesian
sbh	3	G	pqe	Eastern Malayo-Polynesian
sbh	4	I	sbh	Sori-Harengan
sbi	1	G	paa	Papuan
sbi	2	I	sbi	Seti
sbj	1	G	ssa	Nilo-Saharan
sbj	2	I	sbj	Surbakhal
sbk	1	G	nic	Niger-Kordofanian
sbk	2	G	alv	Atlantic-Congo
sbk	3	G	bnt	Bantu
sbk	4	I	sbk	Safwa
sbl	1	G	map	Austronesian
sbl	2	G	poz	Malayo-Polynesian
sbl	3	G	pqw	Western Malayo-Polynesian
sbl	4	G	phi	Philippine
sbl	5	I	sbl	Botolan Sambal
sbm	1	G	nic	Niger-Kordofanian
sbm	2	G	alv	Atlantic-Congo
sbm	3	G	bnt	Bantu
sbm	4	I	sbm	Sagala
sbn	1	G	ine	Indo-European
sbn	2	G	iir	Indo-Iranian
sbn	3	G	inc	Indic
sbn	4	I	sbn	Sindhi Bhil
sbo	1	G	aav	Austro-Asiatic
sbo	2	G	mkh	Mon-Khmer
sbo	3	I	sbo	Sabüm
sbp	1	G	nic	Niger-Kordofanian
sbp	2	G	alv	Atlantic-Congo
sbp	3	G	bnt	Bantu
sbp	4	I	sbp	Sangu (Tanzania)
sbq	1	G	paa	Papuan
sbq	2	G	ngf	Trans-New Guinea
sbq	3	I	sbq	Sileibi
sbr	1	G	map	Austronesian
sbr	2	I	sbr	Sembakung Murut
sbs	1	G	nic	Niger-Kordofanian
sbs	2	G	alv	Atlantic-Congo
sbs	3	G	bnt	Bantu
sbs	4	I	sbs	Subiya
sbt	1	G	paa	Papuan
sbt	2	I	sbt	Kimki
sbu	1	G	sit	Sino-Tibetan
sbu	2	G	tbq	Tibeto-Burman
sbu	3	I	sbu	Stod Bhoti
sbw	1	G	nic	Niger-Kordofanian
sbw	2	G	alv	Atlantic-Congo
sbw	3	G	bnt	Bantu
sbw	4	I	sbw	Simba
sbx	1	G	map	Austronesian
sbx	2	I	sbx	Seberuang
sby	1	G	nic	Niger-Kordofanian
sby	2	G	alv	Atlantic-Congo
sby	3	G	bnt	Bantu
sby	4	I	sby	Soli
sbz	1	G	ssa	Nilo-Saharan
sbz	2	I	sbz	Sara Kaba
sca	1	G	sit	Sino-Tibetan
sca	2	G	tbq	Tibeto-Burman
sca	3	I	sca	Sansu
scb	1	G	aav	Austro-Asiatic
scb	2	G	mkh	Mon-Khmer
scb	3	I	scb	Chut
sce	1	G	tut	Altaic
sce	2	I	sce	Dongxiang
scf	1	G	crp	Creoles and pidgins
scf	2	G	cpf	Creoles and pidgins, Frenchâ€‘based
scf	3	I	scf	San Miguel Creole French
scg	1	G	map	Austronesian
scg	2	I	scg	Sanggau
sch	1	G	sit	Sino-Tibetan
sch	2	G	tbq	Tibeto-Burman
sch	3	I	sch	Sakachep
sci	1	G	crp	Creoles and pidgins
sci	2	I	sci	Sri Lankan Creole Malay
sck	1	G	ine	Indo-European
sck	2	G	iir	Indo-Iranian
sck	3	G	inc	Indic
sck	4	I	sck	Sadri
scl	1	G	ine	Indo-European
scl	2	G	iir	Indo-Iranian
scl	3	G	inc	Indic
scl	4	I	scl	Shina
scn	1	G	ine	Indo-European
scn	2	G	itc	Italic
scn	3	G	roa	Romance
scn	4	I	scn	Sicilian
scp	1	G	sit	Sino-Tibetan
scp	2	G	tbq	Tibeto-Burman
scp	3	I	scp	Helambu Sherpa
scq	1	G	aav	Austro-Asiatic
scq	2	G	mkh	Mon-Khmer
scq	3	I	scq	Sa'och
scs	1	G	nai	North American Indian
scs	2	G	xnd	Na-Dene
scs	3	G	ath	Athapascan
scs	4	M	den	Slave (Athapascan)
scs	5	I	scs	North Slavey
scu	1	G	sit	Sino-Tibetan
scu	2	G	tbq	Tibeto-Burman
scu	3	I	scu	Shumcho
scv	1	G	nic	Niger-Kordofanian
scv	2	G	alv	Atlantic-Congo
scv	3	I	scv	Sheni
scw	1	G	afa	Afro-Asiatic
scw	2	I	scw	Sha
sda	1	G	map	Austronesian
sda	2	I	sda	Toraja-Sa'dan
sdc	1	G	ine	Indo-European
sdc	2	G	itc	Italic
sdc	3	G	roa	Romance
sdc	4	M	srd	Sardinian
sdc	5	I	sdc	Sassarese Sardinian
sdd	1	G	map	Austronesian
sdd	2	I	sdd	Semendo
sde	1	G	nic	Niger-Kordofanian
sde	2	G	alv	Atlantic-Congo
sde	3	I	sde	Surubu
sdg	1	G	ine	Indo-European
sdg	2	G	iir	Indo-Iranian
sdg	3	G	inc	Indic
sdg	4	I	sdg	Savi
sdh	1	G	ine	Indo-European
sdh	2	G	iir	Indo-Iranian
sdh	3	G	ira	Iranian
sdh	4	M	kur	Kurdish
sdh	5	I	sdh	Southern Kurdish
sdi	1	G	map	Austronesian
sdi	2	I	sdi	Sindang Kelingi
sdj	1	G	nic	Niger-Kordofanian
sdj	2	G	alv	Atlantic-Congo
sdj	3	I	sdj	Suundi
sdk	1	G	paa	Papuan
sdk	2	I	sdk	Sos Kundi
sdl	1	G	sgn	sign languages
sdl	2	I	sdl	Saudi Arabian Sign Language
sdm	1	G	map	Austronesian
sdm	2	I	sdm	Semandang
sdn	1	G	ine	Indo-European
sdn	2	G	itc	Italic
sdn	3	G	roa	Romance
sdn	4	M	srd	Sardinian
sdn	5	I	sdn	Gallurese Sardinian
sdo	1	G	map	Austronesian
sdo	2	I	sdo	Bukar-Sadung Bidayuh
sdp	1	G	sit	Sino-Tibetan
sdp	2	G	tbq	Tibeto-Burman
sdp	3	I	sdp	Sherdukpen
sdr	1	G	ine	Indo-European
sdr	2	G	iir	Indo-Iranian
sdr	3	G	inc	Indic
sdr	4	I	sdr	Oraon Sadri
sds	1	G	afa	Afro-Asiatic
sds	2	G	ber	Berber
sds	3	I	sds	Sened
sdt	1	G	ine	Indo-European
sdt	2	G	itc	Italic
sdt	3	G	roa	Romance
sdt	4	I	oci	Occitan (post 1500)
sdt	5	I	sdt	Shuadit
sdu	1	G	map	Austronesian
sdu	2	I	sdu	Sarudu
sdx	1	G	map	Austronesian
sdx	2	I	sdx	Sibu Melanau
sdz	1	G	ine	Indo-European
sdz	2	G	gem	Germanic
sdz	3	I	sdz	Sallands
sea	1	G	aav	Austro-Asiatic
sea	2	G	mkh	Mon-Khmer
sea	3	I	sea	Semai
seb	1	G	nic	Niger-Kordofanian
seb	2	G	alv	Atlantic-Congo
seb	3	I	seb	Shempire Senoufo
sec	1	G	nai	North American Indian
sec	2	G	sal	Salishan
sec	3	I	sec	Sechelt
sed	1	G	aav	Austro-Asiatic
sed	2	G	mkh	Mon-Khmer
sed	3	I	sed	Sedang
see	1	G	nai	North American Indian
see	2	G	iro	Iroquoian
see	3	I	see	Seneca
sef	1	G	nic	Niger-Kordofanian
sef	2	G	alv	Atlantic-Congo
sef	3	I	sef	Cebaara Senoufo
seg	1	G	nic	Niger-Kordofanian
seg	2	G	alv	Atlantic-Congo
seg	3	G	bnt	Bantu
seg	4	I	seg	Segeju
seh	1	G	nic	Niger-Kordofanian
seh	2	G	alv	Atlantic-Congo
seh	3	G	bnt	Bantu
seh	4	I	seh	Sena
sei	1	G	nai	North American Indian
sei	2	I	sei	Seri
sej	1	G	paa	Papuan
sej	2	G	ngf	Trans-New Guinea
sej	3	I	sej	Sene
sek	1	G	nai	North American Indian
sek	2	G	xnd	Na-Dene
sek	3	G	ath	Athapascan
sek	4	I	sek	Sekani
sen	1	G	nic	Niger-Kordofanian
sen	2	G	alv	Atlantic-Congo
sen	3	I	sen	Nanerigé Sénoufo
seo	1	G	paa	Papuan
seo	2	I	seo	Suarmin
sep	1	G	nic	Niger-Kordofanian
sep	2	G	alv	Atlantic-Congo
sep	3	I	sep	Sìcìté Sénoufo
seq	1	G	nic	Niger-Kordofanian
seq	2	G	alv	Atlantic-Congo
seq	3	I	seq	Senara Sénoufo
ser	1	G	nai	North American Indian
ser	2	G	azc	Uto-Aztecan
ser	3	I	ser	Serrano
set	1	G	paa	Papuan
set	2	G	ngf	Trans-New Guinea
set	3	I	set	Sentani
seu	1	G	map	Austronesian
seu	2	G	poz	Malayo-Polynesian
seu	3	G	pqe	Eastern Malayo-Polynesian
seu	4	I	seu	Serui-Laut
sev	1	G	nic	Niger-Kordofanian
sev	2	G	alv	Atlantic-Congo
sev	3	I	sev	Nyarafolo Senoufo
sew	1	G	map	Austronesian
sew	2	G	poz	Malayo-Polynesian
sew	3	G	pqe	Eastern Malayo-Polynesian
sew	4	I	sew	Sewa Bay
sey	1	G	sai	South American Indian
sey	2	I	sey	Secoya
sez	1	G	sit	Sino-Tibetan
sez	2	G	tbq	Tibeto-Burman
sez	3	I	sez	Senthang Chin
sfb	1	G	sgn	sign languages
sfb	2	I	sfb	Langue des signes de Belgique Francophone
sfm	1	G	hmx	Hmong-Mien
sfm	2	M	hmn	Hmong
sfm	3	I	sfm	Small Flowery Miao
sfs	1	G	sgn	sign languages
sfs	2	I	sfs	South African Sign Language
sfw	1	G	nic	Niger-Kordofanian
sfw	2	G	alv	Atlantic-Congo
sfw	3	I	sfw	Sehwi
sgb	1	G	map	Austronesian
sgb	2	G	poz	Malayo-Polynesian
sgb	3	G	pqw	Western Malayo-Polynesian
sgb	4	G	phi	Philippine
sgb	5	I	sgb	Mag-antsi Ayta
sgd	1	G	map	Austronesian
sgd	2	G	poz	Malayo-Polynesian
sgd	3	G	pqw	Western Malayo-Polynesian
sgd	4	G	phi	Philippine
sgd	5	I	sgd	Surigaonon
sge	1	G	map	Austronesian
sge	2	I	sge	Segai
sgg	1	G	sgn	sign languages
sgg	2	I	sgg	Swiss-German Sign Language
sgh	1	G	ine	Indo-European
sgh	2	G	iir	Indo-Iranian
sgh	3	G	ira	Iranian
sgh	4	I	sgh	Shughni
sgi	1	G	nic	Niger-Kordofanian
sgi	2	G	alv	Atlantic-Congo
sgi	3	G	bnt	Bantu
sgi	4	I	sgi	Suga
sgl	1	G	ine	Indo-European
sgl	2	G	iir	Indo-Iranian
sgl	3	G	ira	Iranian
sgl	4	I	sgl	Sanglechi-Ishkashimi
sgm	1	G	nic	Niger-Kordofanian
sgm	2	G	alv	Atlantic-Congo
sgm	3	G	bnt	Bantu
sgm	4	I	sgm	Singa
sgo	1	G	nic	Niger-Kordofanian
sgo	2	G	alv	Atlantic-Congo
sgo	3	G	bnt	Bantu
sgo	4	I	sgo	Songa
sgp	1	G	sit	Sino-Tibetan
sgp	2	G	tbq	Tibeto-Burman
sgp	3	I	sgp	Singpho
sgr	1	G	ine	Indo-European
sgr	2	G	iir	Indo-Iranian
sgr	3	G	ira	Iranian
sgr	4	I	sgr	Sangisari
sgt	1	G	sit	Sino-Tibetan
sgt	2	G	tbq	Tibeto-Burman
sgt	3	I	sgt	Brokpake
sgu	1	G	map	Austronesian
sgu	2	G	poz	Malayo-Polynesian
sgu	3	G	plf	Central Malayo-Polynesian
sgu	4	I	sgu	Salas
sgy	1	G	ine	Indo-European
sgy	2	G	iir	Indo-Iranian
sgy	3	G	ira	Iranian
sgy	4	I	sgy	Sanglechi
sgz	1	G	map	Austronesian
sgz	2	G	poz	Malayo-Polynesian
sgz	3	G	pqe	Eastern Malayo-Polynesian
sgz	4	I	sgz	Sursurunga
sha	1	G	nic	Niger-Kordofanian
sha	2	G	alv	Atlantic-Congo
sha	3	I	sha	Shall-Zwall
shb	1	G	sai	South American Indian
shb	2	I	shb	Ninam
shc	1	G	nic	Niger-Kordofanian
shc	2	G	alv	Atlantic-Congo
shc	3	G	bnt	Bantu
shc	4	I	shc	Sonde
she	1	G	afa	Afro-Asiatic
she	2	I	she	Sheko
shg	1	G	khi	Khoisan
shg	2	I	shg	Shua
shh	1	G	nai	North American Indian
shh	2	G	azc	Uto-Aztecan
shh	3	I	shh	Shoshoni
shi	1	G	afa	Afro-Asiatic
shi	2	G	ber	Berber
shi	3	I	shi	Tachelhit
shj	1	G	ssa	Nilo-Saharan
shj	2	I	shj	Shatt
shk	1	G	ssa	Nilo-Saharan
shk	2	I	shk	Shilluk
shl	1	G	sit	Sino-Tibetan
shl	2	G	tbq	Tibeto-Burman
shl	3	I	shl	Shendu
shm	1	G	ine	Indo-European
shm	2	G	iir	Indo-Iranian
shm	3	G	ira	Iranian
shm	4	I	shm	Shahrudi
sho	1	G	nic	Niger-Kordofanian
sho	2	G	dmn	Mande
sho	3	I	sho	Shanga
shp	1	G	sai	South American Indian
shp	2	I	shp	Shipibo-Conibo
shq	1	G	nic	Niger-Kordofanian
shq	2	G	alv	Atlantic-Congo
shq	3	G	bnt	Bantu
shq	4	I	shq	Sala
shr	1	G	nic	Niger-Kordofanian
shr	2	G	alv	Atlantic-Congo
shr	3	G	bnt	Bantu
shr	4	I	shr	Shi
shs	1	G	nai	North American Indian
shs	2	G	sal	Salishan
shs	3	I	shs	Shuswap
sht	1	G	nai	North American Indian
sht	2	I	sht	Shasta
shu	1	G	afa	Afro-Asiatic
shu	2	G	sem	Semitic
shu	3	M	ara	Arabic
shu	4	I	shu	Chadian Arabic
shv	1	G	afa	Afro-Asiatic
shv	2	G	sem	Semitic
shv	3	I	shv	Shehri
shw	1	G	nic	Niger-Kordofanian
shw	2	I	shw	Shwai
shx	1	G	hmx	Hmong-Mien
shx	2	I	shx	She
shy	1	G	afa	Afro-Asiatic
shy	2	G	ber	Berber
shy	3	I	shy	Tachawit
shz	1	G	nic	Niger-Kordofanian
shz	2	G	alv	Atlantic-Congo
shz	3	I	shz	Syenara Senoufo
sia	1	G	ine	Indo-European
sia	2	G	smi	Sami
sia	3	I	sia	Akkala Sami
sib	1	G	map	Austronesian
sib	2	I	sib	Sebop
sic	1	G	paa	Papuan
sic	2	I	sic	Malinguat
sie	1	G	nic	Niger-Kordofanian
sie	2	G	alv	Atlantic-Congo
sie	3	G	bnt	Bantu
sie	4	I	sie	Simaa
sif	1	G	nic	Niger-Kordofanian
sif	2	G	alv	Atlantic-Congo
sif	3	G	kro	Kru
sif	4	I	sif	Siamou
sig	1	G	nic	Niger-Kordofanian
sig	2	G	alv	Atlantic-Congo
sig	3	I	sig	Paasaal
sih	1	G	map	Austronesian
sih	2	G	poz	Malayo-Polynesian
sih	3	G	pqe	Eastern Malayo-Polynesian
sih	4	I	sih	Zire
sii	1	G	aav	Austro-Asiatic
sii	2	G	mkh	Mon-Khmer
sii	3	I	sii	Shom Peng
sij	1	G	map	Austronesian
sij	2	G	poz	Malayo-Polynesian
sij	3	G	pqe	Eastern Malayo-Polynesian
sij	4	I	sij	Numbami
sik	1	G	sai	South American Indian
sik	2	I	sik	Sikiana
sil	1	G	nic	Niger-Kordofanian
sil	2	G	alv	Atlantic-Congo
sil	3	I	sil	Tumulung Sisaala
sim	1	G	paa	Papuan
sim	2	I	sim	Mende (Papua New Guinea)
sip	1	G	sit	Sino-Tibetan
sip	2	G	tbq	Tibeto-Burman
sip	3	I	sip	Sikkimese
siq	1	G	paa	Papuan
siq	2	G	ngf	Trans-New Guinea
siq	3	I	siq	Sonia
sir	1	G	afa	Afro-Asiatic
sir	2	I	sir	Siri
sis	1	G	nai	North American Indian
sis	2	I	sis	Siuslaw
siu	1	G	paa	Papuan
siu	2	I	siu	Sinagen
siv	1	G	paa	Papuan
siv	2	I	siv	Sumariup
siw	1	G	paa	Papuan
siw	2	I	siw	Siwai
six	1	G	paa	Papuan
six	2	G	ngf	Trans-New Guinea
six	3	I	six	Sumau
siy	1	G	ine	Indo-European
siy	2	G	iir	Indo-Iranian
siy	3	G	ira	Iranian
siy	4	I	siy	Sivandi
siz	1	G	afa	Afro-Asiatic
siz	2	G	ber	Berber
siz	3	I	siz	Siwi
sja	1	G	sai	South American Indian
sja	2	I	sja	Epena
sjb	1	G	map	Austronesian
sjb	2	I	sjb	Sajau Basap
sjd	1	G	ine	Indo-European
sjd	2	G	smi	Sami
sjd	3	I	sjd	Kildin Sami
sje	1	G	ine	Indo-European
sje	2	G	smi	Sami
sje	3	I	sje	Pite Sami
sjg	1	G	ssa	Nilo-Saharan
sjg	2	I	sjg	Assangori
sjk	1	G	ine	Indo-European
sjk	2	G	smi	Sami
sjk	3	I	sjk	Kemi Sami
sjl	1	G	sit	Sino-Tibetan
sjl	2	G	tbq	Tibeto-Burman
sjl	3	I	sjl	Sajalong
sjm	1	G	map	Austronesian
sjm	2	G	poz	Malayo-Polynesian
sjm	3	G	pqw	Western Malayo-Polynesian
sjm	4	G	phi	Philippine
sjm	5	I	sjm	Mapun
sjo	1	G	tut	Altaic
sjo	2	I	sjo	Xibe
sjp	1	G	ine	Indo-European
sjp	2	G	iir	Indo-Iranian
sjp	3	G	inc	Indic
sjp	4	I	sjp	Surjapuri
sjr	1	G	map	Austronesian
sjr	2	G	poz	Malayo-Polynesian
sjr	3	G	pqe	Eastern Malayo-Polynesian
sjr	4	I	sjr	Siar-Lak
sjs	1	G	afa	Afro-Asiatic
sjs	2	G	ber	Berber
sjs	3	I	sjs	Senhaja De Srair
sjt	1	G	ine	Indo-European
sjt	2	G	smi	Sami
sjt	3	I	sjt	Ter Sami
sju	1	G	ine	Indo-European
sju	2	G	smi	Sami
sju	3	I	sju	Ume Sami
sjw	1	G	nai	North American Indian
sjw	2	G	aql	Algic
sjw	3	G	alg	Algonquian
sjw	4	I	sjw	Shawnee
ska	1	G	nai	North American Indian
ska	2	G	sal	Salishan
ska	3	I	ska	Skagit
skb	1	G	tai	Tai
skb	2	I	skb	Saek
skc	1	G	paa	Papuan
skc	2	G	ngf	Trans-New Guinea
skc	3	I	skc	Sauk
skd	1	G	nai	North American Indian
skd	2	I	skd	Southern Sierra Miwok
ske	1	G	map	Austronesian
ske	2	G	poz	Malayo-Polynesian
ske	3	G	pqe	Eastern Malayo-Polynesian
ske	4	I	ske	Seke (Vanuatu)
skg	1	G	map	Austronesian
skg	2	G	poz	Malayo-Polynesian
skg	3	M	mlg	Malagasy
skg	4	I	skg	Sakalava Malagasy
skh	1	G	map	Austronesian
skh	2	I	skh	Sikule
ski	1	G	map	Austronesian
ski	2	G	poz	Malayo-Polynesian
ski	3	G	plf	Central Malayo-Polynesian
ski	4	I	ski	Sika
skj	1	G	sit	Sino-Tibetan
skj	2	G	tbq	Tibeto-Burman
skj	3	I	skj	Seke (Nepal)
skk	1	G	aav	Austro-Asiatic
skk	2	G	mkh	Mon-Khmer
skk	3	I	skk	Sok
skl	1	G	map	Austronesian
skl	2	I	skl	Selako
skm	1	G	paa	Papuan
skm	2	G	ngf	Trans-New Guinea
skm	3	I	skm	Sakam
skn	1	G	map	Austronesian
skn	2	G	poz	Malayo-Polynesian
skn	3	G	pqw	Western Malayo-Polynesian
skn	4	G	phi	Philippine
skn	5	I	skn	Kolibugan Subanon
sko	1	G	map	Austronesian
sko	2	I	sko	Seko Tengah
skp	1	G	map	Austronesian
skp	2	I	skp	Sekapan
skq	1	G	nic	Niger-Kordofanian
skq	2	G	dmn	Mande
skq	3	I	skq	Sininkere
skr	1	G	ine	Indo-European
skr	2	G	iir	Indo-Iranian
skr	3	G	inc	Indic
skr	4	M	lah	Lahnda
skr	5	I	skr	Seraiki
sks	1	G	paa	Papuan
sks	2	G	ngf	Trans-New Guinea
sks	3	I	sks	Maia
skt	1	G	nic	Niger-Kordofanian
skt	2	G	alv	Atlantic-Congo
skt	3	G	bnt	Bantu
skt	4	I	skt	Sakata
sku	1	G	map	Austronesian
sku	2	G	poz	Malayo-Polynesian
sku	3	G	pqe	Eastern Malayo-Polynesian
sku	4	I	sku	Sakao
skv	1	G	paa	Papuan
skv	2	I	skv	Skou
skw	1	G	crp	Creoles and pidgins
skw	2	I	skw	Skepi Creole Dutch
skx	1	G	map	Austronesian
skx	2	I	skx	Seko Padang
sky	1	G	map	Austronesian
sky	2	G	poz	Malayo-Polynesian
sky	3	G	pqe	Eastern Malayo-Polynesian
sky	4	I	sky	Sikaiana
skz	1	G	map	Austronesian
skz	2	G	poz	Malayo-Polynesian
skz	3	G	plf	Central Malayo-Polynesian
skz	4	I	skz	Sekar
slb	1	G	map	Austronesian
slb	2	I	slb	Kahumamahon Saluan
slc	1	G	sai	South American Indian
slc	2	I	slc	Sáliba
sld	1	G	nic	Niger-Kordofanian
sld	2	G	alv	Atlantic-Congo
sld	3	I	sld	Sissala
sle	1	G	dra	Dravidian
sle	2	I	sle	Sholaga
slf	1	G	sgn	sign languages
slf	2	I	slf	Swiss-Italian Sign Language
slg	1	G	map	Austronesian
slg	2	I	slg	Selungai Murut
slh	1	G	nai	North American Indian
slh	2	G	sal	Salishan
slh	3	I	slh	Southern Puget Sound Salish
sli	1	G	ine	Indo-European
sli	2	G	gem	Germanic
sli	3	I	sli	Lower Silesian
slj	1	G	sai	South American Indian
slj	2	I	slj	Salumá
sll	1	G	paa	Papuan
sll	2	G	ngf	Trans-New Guinea
sll	3	I	sll	Salt-Yui
slm	1	G	map	Austronesian
slm	2	G	poz	Malayo-Polynesian
slm	3	G	pqw	Western Malayo-Polynesian
slm	4	G	phi	Philippine
slm	5	I	slm	Pangutaran Sama
sln	1	G	nai	North American Indian
sln	2	I	sln	Salinan
slp	1	G	map	Austronesian
slp	2	G	poz	Malayo-Polynesian
slp	3	G	plf	Central Malayo-Polynesian
slp	4	I	slp	Lamaholot
slq	1	G	tut	Altaic
slq	2	I	slq	Salchuq
slr	1	G	tut	Altaic
slr	2	I	slr	Salar
sls	1	G	sgn	sign languages
sls	2	I	sls	Singapore Sign Language
slt	1	G	sit	Sino-Tibetan
slt	2	G	tbq	Tibeto-Burman
slt	3	I	slt	Sila
slu	1	G	map	Austronesian
slu	2	G	poz	Malayo-Polynesian
slu	3	G	plf	Central Malayo-Polynesian
slu	4	I	slu	Selaru
slw	1	G	paa	Papuan
slw	2	G	ngf	Trans-New Guinea
slw	3	I	slw	Sialum
slx	1	G	nic	Niger-Kordofanian
slx	2	G	alv	Atlantic-Congo
slx	3	G	bnt	Bantu
slx	4	I	slx	Salampasu
sly	1	G	map	Austronesian
sly	2	I	sly	Selayar
slz	1	G	map	Austronesian
slz	2	G	poz	Malayo-Polynesian
slz	3	G	pqe	Eastern Malayo-Polynesian
slz	4	I	slz	Ma'ya
sma	1	G	ine	Indo-European
sma	2	G	smi	Sami
sma	3	I	sma	Southern Sami
smb	1	G	paa	Papuan
smb	2	G	ngf	Trans-New Guinea
smb	3	I	smb	Simbari
smc	1	G	paa	Papuan
smc	2	G	ngf	Trans-New Guinea
smc	3	I	smc	Som
smd	1	G	nic	Niger-Kordofanian
smd	2	G	alv	Atlantic-Congo
smd	3	G	bnt	Bantu
smd	4	I	smd	Sama
smf	1	G	paa	Papuan
smf	2	G	ngf	Trans-New Guinea
smf	3	I	smf	Auwe
smg	1	G	paa	Papuan
smg	2	I	smg	Simbali
smh	1	G	sit	Sino-Tibetan
smh	2	G	tbq	Tibeto-Burman
